,job_title,company_name,url,job_location,job_time_posted,job_applicants_applied,job_role,job_details
216,Java Engineer (All levels),EV's Client,https://www.linkedin.com/jobs/search/currentJobId=4211516816&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=150,"Ho Chi Minh City, Vietnam",1 hour ago ,4 applicants,On-siteFull-time,"our client, a top-tier fintech company, is seeking java developers across all levels.,responsibilities,design solutions that integrate with various systems and services,build high-volume, high-performance, low-latency, and reliable mission-critical applications,write clean, maintainable, robust, and testable code,review code and test cases to ensure quality and consistency,contribute to improving software delivery and quality through better processes, tools, or solutions,qualifications,bachelor’s degree in computer science or related fields,2+ years of experience working with java,good knowledge of relational databases, sql, and orm tools,hands-on experience with frameworks like spring, junit, and web services,good communications in english to work with local and international teams,comfortable working in a fast-paced, result-oriented environment"
217,Data Scientist,High5,https://www.linkedin.com/jobs/search/currentJobId=4200571816&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=150,"Ho Chi Minh City, Vietnam", 2 weeks ago ,47 applicants,On-siteContract0 of 12 skills matchRequired skills are missing from your profile,"we're hiring: vms data scientist ,6–9 months contract ,ho chi minh city, vietnam,about company: join a global leader in digital payments, driving innovation and secure transactions across 200+ countries. the company connects consumers, businesses, and financial institutions to power the global economy.,are you passionate about turning data into actionable insights do you have experience managing end-to-end data science projects and want to drive innovation in the banking and fintech space join us as a vms data scientist and contribute to impactful, high-value analytics initiatives!, location: ho chi minh city, vietnam, contract duration: 6–9 months, experience: 3+ years in data science, start date: asap,key responsibilities:,lead and deliver data science and analytics projects from concept to execution.,define project methodologies and apply data mining techniques.,support business development with solution frameworks and client requirement gathering.,communicate insights and recommendations, drive deployment, and measure business impact.,collaborate with clients on:,data collection, cleaning, preprocessing,machine learning model development and implementation,deliverable documentation and knowledge transfer,provide model warranty support for up to 2 months post-delivery.,mandatory qualifications:,bachelor’s or master’s in data science, computer science, statistics, mathematics, or related field.,minimum 3 years of experience as a data scientist, ideally in banking, payments, or fintech.,strong analytical skills and ability to apply statistical solutions to business problems.,proficient in:,python, pandas, scikit-learn,sql and large dataset handling,machine learning techniques: xgboost, lightgbm, random forests, logistic regression, etc.,excellent communication, storytelling, and presentation skills., apply now!,interested click ""apply"" or message me directly for more details! "
218,"Head of Data, Analytics & CRM, iWPB Vietnam ",HSBC,http://linkedin.com/jobs/search/currentJobId=4207401086&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=150,"Ho Chi Minh City, Vietnam", 6 days ago,66 people clicked apply,HybridFull-time0 of 10 skills matchRequired skills are missing from your profile,"some careers grow faster than others.,if you’re looking for a career that will give you plenty of opportunities to develop, join hsbc and your future will be rich with potential. whether you want a career that could take you to the top, or simply take you in an exciting new direction, hsbc offers opportunities, support and rewards that will take you further.,wealth and personal banking (wpb) is our new global business combining retail banking and wealth management; and global private banking, to become one of the world’s largest global wealth managers with usd1.4 trillion in assets. our dedicated colleagues serve millions of customers worldwide across the entire spectrum of private wealth, ranging from personal banking for individuals and families, through to business owners, investors and ultra-high-net-worth individuals. we provide products and services such as bank accounts, credit cards, personal loans and mortgages, as well as asset management, insurance, wealth management and private banking, that best suit our customers’ needs.,we are currently seeking a high calibre professional to join our team as an head of data, analytics & crm, iwpb vietnam.,role purpose:,reporting to the regional head of data, analytics and crm for south asia, this is a leadership position, responsible for developing the data, analytics and crm strategy for hsbc’s wealth & personal banking (wpb) business in vietnam. the role holder will be responsible for transforming data, analytics and crm into a source of sustainable, competitive advantage for iwpb in the country.,responsibilities:,responsible for the continued development of the data, analytics and crm function in vietnam iwpb business.,design data and analytics commercialization strategies across products and customer segments towards quantifiable outcomes, i.e. incremental revenue, cost save and improved customer experience.,leverage global data and messaging capabilities and “no tech/ low tech” to transform operating model for faster speed to market.,establish clear okr’s to quantify dacrm value as key enablers to business objectives and guide team towards delivery, leveraging expertise of global coes and/ or adoption of new capabilities in the region such as ml/ ai, gen ai etc.,establish wpb data, analytics and crm policies and standards. manage operational risks, ensure adherence to legal, compliance, regulatory and information security standards and keep hsbc data ethics principles on top of everything.,develop data, analytics and crm talent in the team and reskill/ upskill existing team to hone new skillsets to evolve analytics output.,responsible for timely and accurate regulatory reporting for iwpb vietnam.,act as model sponsor for all customer selection and fraud machine learning models across iwpb vietnam.,principal accountabilities:,impact on the business / function,responsible for developing a best practice analytics coe capability for vnm.,responsible for the delivery of the incremental benefit targets from centrally generated leads.,accountable for ensuring relevant coe capabilities are leveraged to deliver the customer proposition – whilst creating a faster analytical cycle across group.,responsible for developing vnm analytics team, the business interaction processes that enable their effectiveness, the technical sophistication, and the successful migration and on-going production of analytics from country to the analytic centre.,accountable for the design of analytic strategies, aligned to global defined approaches.,working with crm team, definition of campaign concepts and development of offer strategies.,working with product heads to optimize customer contact offer opportunities, deliver campaigns and drive revenue through portfolio management.,responsible for the establishment of common kpis and measurements across marketing campaigns and offer strategies.,customers / stakeholders,develop effective working relationships with key country stakeholders to maintain expert knowledge of stakeholder requirements, competitor activities and market trends to influence future direction of vnm analytics.,responsible for ensuring that customer experience is at the forefront of any development.,accountable for analytical support of contact strategy.,stakeholders,country retail banking wealth management business.,global stakeholders in analytics coe and wider global wpb teams.,distribution management in country.,all functional support businesses and centers of excellence, it and change delivery ensuring they support the strategy and implementation of the coe model.,proposition, product, customer relationship management and customer insight.,leadership & teamwork,effective development of outsourced talent and any local talent.,lead the data and analytics agenda for the country.,plan, coordinate and manage all analytic tasks and projects with the team in across markets and offshore.,represent vnm in projects and other group initiatives.,operational effectiveness & control,develop and manage a standardized, efficient end-to-end campaign management processes to identify, develop, execute and analyze campaigns to optimize messaging across all channels.,manage all cross-channel crm / sales rules to deepen and widen customer relationships.,ensure accuracy and efficiency of insights to enable business decisions through self-serve bi solutions, reporting capabilities or analytical techniques.,qualifications,deep experience in building and leading teams of data, analytics and crm practitioners and analysts.,extensive skills in strategy development, marketing, quantitative analysis, product profitability modelling and financial analysis, across multiple financial product categories and customer segments.,deep technical knowledge of customer segmentation, online analytics, model building, portfolio analytics,data mining development and applications, and market/industry reviews for strategy formulation.,deep exposure and experience with customer lifecycle marketing.,proven experience delivering complex programs and initiatives simultaneously, including exposure to change management, process improvement techniques and business case development.,prior experience delivering advanced analytical capabilities.,extensive experience with customer base marketing initiatives.,15 years+ of hard-core analytic experience in the banking industry. must possess in-depth knowledge of banking products and services.,excellent problem solving and analytic sills, excellent leadership and management skills, strong communication skills and able to drive change through persuasion and influencing skills.,you’ll achieve more when you join hsbc.,http://www.hsbc.com/careers,hsbc is committed to building a culture where all employees are valued, respected and opinions count. we take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. personal data held by the bank relating to employment applications will be used in accordance with our privacy statement, which is available on our website.,issued by the hongkong and shanghai banking corporation limited"
219,Sourcing Analyst,La-Z-Boy Vietnam,https://www.linkedin.com/jobs/search/currentJobId=4207301930&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=150,"Ho Chi Minh City, Vietnam",3 days ago,"31 applicants
",On-siteFull-time0 of 5 skills matchRequired skills are missing from your profile,"basic function: ,the sourcing analyst will analyze, update and communicate on order status & shipment schedule for assigned suppliers with internal business partners & suppliers or factories on a daily basis. ,key responsibilities:,ability to update, control and maintain us purchase order systems (e1, backbone, etc) in order to provide a clear production status & inventory control for teams in any of our la-z-boy global manufacturing locations. ,liaise with us la-z-boy affiliates to ensure purchase order confirmations are sent by suppliers & factories after new purchase order has been raised and sent by us.,analyze & communicate between us la-z-boy affiliates and supplier or factories if the required dock date specified on purchase order when is not applicable, then determine the best fit scenarios. ,liaise with us la-z-boy affiliates if any purchase orders have been completed prior to dock date specified and communicate back with suppliers or factories for shipment schedule once approval has been obtained from us.,monitor the out-of-stock issues and work with the suppliers to improve the exit factory dates to reduce the impact of delayed delivery to end customer.,other duties as assigned.,minimum requirements:,bachelor’s degree with 1 to 2 years of working experience working with buying office or equivalent;,proficient in spoken/written english and mandarin is a must;,strong pc application skills especially excel & word;,strong organizational & communication skills and an ability to effectively manage multiple tasks/projects;,ability to work independently with minimal supervision; self-initiate;,proactive and outstanding problem -solving skills and critical thinking;,excellent communication skills and ability to work with personnel at all levels of an organization;,travel as needed."
220,Salesforce Engineer/ Salesforce Data Cloud Integration Engineer ,CBTW APAC,https://www.linkedin.com/jobs/search/currentJobId=4196099529&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Vietnam ",2 weeks ago, 11 applicants,HybridFull-time0 of 9 skills matchRequired skills are missing from your profile,",our vision is to create a better way to trade.,our purpose is to bring the world’s financial markets to astute, adventurous traders powered by intuitive, feature rich technology and unrivalled client experience.,we are an online forex and cfd broker providing traders globally cutting-edge technology to trade the world’s markets. our award-winning combination of outstanding client service coupled with low-cost pricing across all fx, cfds and commodities has resulted in pepperstone being one of the world’s fastest growing fx brokers. our focus is to support every one of our clients’ quests for trading mastery.,the pepperstone story started in 2010. born digital, nimble, and global. our team are encouraged to develop their career and enjoy their work in our vibrant and fast-paced fintech environment. our culture reflects our values and global positioning; proudly diverse and inclusive, adaptive, progressive, collaborative and fixated on results and our clients., ,role scope summary,the salesforce application engieneer exists to:,drive the technical vision and execution of salesforce solutions that meet strategic business objectives.,lead complex development projects, ensuring the delivery of high-quality, scalable, and maintainable salesforce applications.,elevate the overall technical capabilities of the team through mentorship, knowledge sharing, and the promotion of best practices.,what you will do,we support flexible working. this position can be performed from both a mix of at our office and from home. your manager will share details and expectations of your team’s regular cadence of working locations.,lead the design and development of complex salesforce applications and integrations. ,develop and customize salesforce applications using apex, visualforce, lightning web components (lwc), and other relevant technologies.,participate in the full software development lifecycle, including requirements gathering, solution design, development, testing and deployment.,collaborate with bas and stakeholders to understand requirements and translate them into technical solutions.,configure and maintain salesforce platform features, alongside salesforce admins,troubleshoot and resolve technical issues related to salesforce applications and integrations.,contribute to the development of technical documentation, including design specifications and test plans.,contribute and adhere to architecture and development guidelines and best practices.,stay up to date with the latest salesforce technologies and best practices.,participate in code reviews and contribute to maintaining code quality standards.,provide technical guidance and mentorship to junior developers, qas and other technical team members ,collaborate with architects and stakeholders to define technical solutions that align with business needs.,oversee the full software development lifecycle, ensuring high-quality deliverables.,design and implement robust and scalable salesforce solutions, adhering to best practices and security standards.,troubleshoot and resolve complex technical issues related to salesforce applications and integrations.,contribute to the development of architectural blueprints and technical roadmaps.,evaluate new salesforce technologies and recommend their adoption where appropriate.,what you should have,proficient in verbal and written english.,bachelor's degree in computer science or a related field, or equivalent practical experience.,3+ yoe for medior and 5+ for senior in salesforce development, with a focus on complex implementations.,deep understanding of salesforce architecture, platform features, and best practices.,expert proficiency in apex, visualforce, lightning web components (lwc), and salesforce apis.,understanding of integration patterns and experience with various integration tools.,proven experience leading technical projects and mentoring junior developers.,excellent communication, presentation, and interpersonal skills.,salesforce platform developer ii certification is required; additional certifications are highly desirable.,ability to live the pepperstone values,committed to ongoing learning and development,nice to have:,data cloud experience desirable,mulesoft experience desirable,marketing cloud experience desirable,a career journey full of positivity!,flexible in-office and remote work arrangements,macbook m1 pro provided,attractive referral bonus program,an exceptional team behind you with positive thinkers who love what they do,on-the-job training including english, soft skills, technical courses, and diverse certification programs,latest tech tools and fully equipped working facilities,cbtw care insurance program,exclusive tech talks and in-depth knowledge sharing sessions,fascinating employee engagement and entertainment activities,and much more!"
221,"Senior Data Scientist - Business Intelligence, Shopee ",Shopee,https://www.linkedin.com/jobs/search/currentJobId=4131045071&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Reposted 2 weeks ago ,Over 100 people clicked apply,On-siteFull-time,"job description,develop and implement advanced statistical and machine learning models to analyze large-scale ecommerce data sets, including customer behavior, sales trends, product performance, and pricing strategies.,utilize data mining techniques to identify patterns, trends, and opportunities for optimization across various ecommerce channels, such as websites, mobile apps, and social media platforms.,design observational study or relevant data science techniques to evaluate the effectiveness of different marketing campaigns, pricing strategies, and user experiences, and provide actionable recommendations based on the results.,build and maintain predictive models to forecast demand, inventory levels, and customer lifetime value, enabling proactive decision-making and efficient resource allocation.,support and/ or maintain existing codebase (including custom local nlp and cv models using python/pytorch/huggingface),collaborate with stakeholders to define key performance indicators (kpis) and develop data-driven strategies to achieve business objectives, such as customer acquisition, retention, and revenue growth.,work closely with cross-functional teams, including product and business units, to translate business requirements into data-driven solutions and drive the implementation of data science projects.,mentor junior data scientists, provide technical guidance, and promote a culture of data-driven decision-making across the organization.,stay up-to-date with the latest advancements in data science, machine learning, and ecommerce industry trends, and apply them to enhance our analytical capabilities and competitive advantage.,requirements,master's or ph.d. degree in computer science, statistics, mathematics, or a related field. equivalent work experience will also be considered.,proven experience as a data scientist or similar role, preferably within the ecommerce industry.,strong expertise in statistical analysis, machine learning, and data mining techniques, with hands-on experience in applying them to real-world business problems., familiar with linear/ logistic regression, p-values for coefficients and their interpretation, familiar with the usage of bagging/boosting tree models, and their feature importances (randomforest, xgboost), familiar with unsupervised technique: kmeans, pca, t-sne, basic knowledge of building and fine tuning existing models (hyperparameter tuning, model evaluation, data debugging), proficiency in programming languages such as python or r, and experience with data manipulation and analysis libraries (e.g., pandas, numpy, scikit- learn)., solid understanding of database systems, sql, and experience working with large-scale datasets and distributed computing frameworks (e.g., hadoop, spark).,strong problem-solving skills and the ability to work independently, prioritize tasks, and meet deadlines in a fast- paced and dynamic environment.,excellent communication and presentation skills, with the ability to convey complex analytical concepts to both technical and non-technical audiences."
222,Data Centre Operations Support ,HCLTech,https://www.linkedin.com/jobs/search/currentJobId=4204354865&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Vietnam", 1 week ago,45 applicants,On-siteFull-time0 of 10 skills matchRequired skills are missing from your profile,"key responsibilities:,infrastructure management:,monitor and maintain critical infrastructure including power systems (ups, pdus), cooling systems, and fire suppression systems,conduct regular environmental monitoring checks (temperature, humidity, water leakage),coordinate with vendors and teams for infrastructure issue resolution,support facility maintenance activities and equipment installations,maintain cable management and facility organisation,ensure facility cleanliness and operational readiness,physical security:,monitor and manage access control systems and cctv operations,handle visitor management and escort duties,maintain security logs and access records,ensure compliance with physical security policies,report security incidents and anomalies,it operations:,monitor it systems health and performance,perform basic troubleshooting and system administration tasks,support backup operations and disaster recovery procedures,process service requests and support incident management,assist with change management activities,monitor security alerts and perform basic security checks,support user access management,documentation & reporting:,maintain facility layout and infrastructure records,update system and operational documentation,track it and infrastructure assets,log activities and incidents,generate regular operational reports,keep maintenance records current,experience and skills needed,qualifications:,diploma/degree in it, facilities management, or related field • experience in it operations or data centre operations,understanding of infrastructure systems and it operations,knowledge of security principles and compliance requirements,strong problem-solving and analytical skills,excellent communication and coordination abilities,ability to work in shifts or respond to emergencies when required"
223,Associate Analytics Manager ,dentsu,https://www.linkedin.com/jobs/search/currentJobId=4109937530&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Ho Chi Minh City, Vietnam ", Reposted 2 weeks ago,Over 100 people clicked apply,On-siteFull-time,"we are looking for an associate analytics manager with at least 2 years of experience to join our merkle analytics team. reporting into the associate analytics director, the candidate is responsible for collecting, aggregating, and analyzing data from marketing databases for use analysis and decision making,job description:,role purpose/mission,we are looking for an associate analytics manager with at least 2 years of experience to join our merkle analytics team. reporting into the associate analytics director, the candidate is responsible for collecting, aggregating, and analyzing data from marketing databases for use analysis and decision making.,key accountabilities, maintaining on-going client reporting requirements such as weekly campaign summary, campaign performance summary, etc. and maintenance workstreams such as data loading, qcs, etc. , designing, developing, delivering, maintaining reports and visualizations to business users through tools such as alteryx designer and power bi. , writing sql queries to extract and load data for reports and ad hoc projects. , under the guidance of the line manage, candidate will have exposure to:,designing, developing, and maintaining meaningful data approaches and strategies. ,develop innovative statistical and ml models to predict customer behaviors leveraging client proprietary datasets. ,evaluate potential new data sources to enhance models and decision-making. ,job requirement ,minimum of 2 years working experience in data analytics, data science, or data warehousing with proven outcomes. ,bachelor’s degree in data science, computer science, business intelligence, data engineering or related field. ,strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. ,project management – can manage a project end-to-end with timelines and objectives,fluent english speaking,nice to have ,good, applied statistics skills, such as distributions, statistical testing, regression, etc. ,experience with common data science toolkits, such as r, python, matlab. excellence in at least one of these is highly desirable. ,proficiency in using query languages such as sql, hive,experience with data visualization tools, such as power bi, tableu, etc…,experience with nosql databases, such as mongodb, cassandra, hbase. ,understanding of machine learning techniques and algorithms, such as k-nn, naive bayes, svm, decision tree, random forest, etc…,etl processing through alteryx is a plus. ,knowledge in html/css and salesforce ampscript/ javascript coding. ,salesforce marketing cloud platform skill is preferable ,qualities ,collaborative – connecting with internal teams across account and operations teams,independent problem solver – high level of autonomy in this role, the expectation is for the individual to be solution focused and problem solve against the objective independently,learner – hungry to learn new platforms, new ways of working, new concepts, and is comfortable with navigating new ground ,location:,ho chi minh city,brand:,merkle,time type:,full time,contract type:,fixed term contract (fixed term)"
224,GenAI Strategist,OLIVER Agency,https://www.linkedin.com/jobs/search/currentJobId=4148639142&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Reposted 2 weeks ago,56 people clicked apply,HybridFull-time,"established in 2004, oliver is the world’s first and only specialist in designing, building, and running bespoke in-house agencies and marketing ecosystems for brands. we partner with over 300 clients in 40+ countries and counting. our unique model drives creativity and efficiency, allowing us to deliver tailored solutions that resonate deeply with audiences.,as a part of the brandtech group, we're at the forefront of leveraging cutting-edge ai technology to revolutionise how we create and deliver work. our ai solutions enhance efficiency, spark creativity, and drive insightful decision-making, empowering our teams to produce innovative and impactful results.,role: genai strategist,location: ho chi minh city, vietnam,about the role:,we're looking for a dynamic mid-level strategist to help shape the future of beauty marketing through ai innovation. this role combines beauty industry knowledge with ai capabilities to develop effective strategies for beauty and wellness brands. the ideal candidate will bridge traditional strategic thinking with ai-powered approaches.,what you will be doing:,strategic development:, develop ai-enhanced strategic solutions for beauty brands, apply gen ai tools in insight discovery and strategy development, create compelling brand narratives using ai-powered insights, support development of strategic frameworks and methodologies, implement ai tools in strategic planning processes,beauty industry focus:, monitor and analyse beauty industry trends, generate consumer insights using ai tools, develop beauty-specific applications of ai technology, support strategic planning for beauty brands, contribute to beauty marketing innovation,project execution:, lead day-to-day strategic development, collaborate with creative teams on ai implementation, present strategic work to clients, support senior strategists on larger initiatives, drive continuous improvement in ai utilization,success metrics:, quality of strategic thinking and outputs, effectiveness of ai implementation, client satisfaction and relationship growth, innovation in strategic approaches, team collaboration and development,what you need to be great in this role:, 4-7 years strategy experience in beauty or related sectors, understanding of beauty industry dynamics, experience with ai tools and applications, strong analytical and strategic thinking skills, proven ability to develop actionable insights,technical skills:, proficiency in ai research and insight tools, understanding of gen ai capabilities, data analysis and interpretation abilities, experience with strategic planning tools, knowledge of beauty industry metrics,personal qualities:, strategic thinker with practical mindset, interest in technology and innovation, passion for beauty industry, strong collaborative abilities, clear communication skills,our commitment:, access to cutting-edge ai strategic tools, ongoing training and development, flexible hybrid working arrangement, collaborative environment, competitive compensation package,req id: 12181,our values shape everything we do:,be ambitious to succeed ,be imaginative to push the boundaries of what’s possible ,be inspirational to do groundbreaking work ,be always learningand listening to understand ,be results-focused  to exceed expectations ,be actively pro-inclusive and anti-racist across our community, clients and creations ,oliver, a part of the brandtech group, is an equal opportunity employer committed to creating an inclusive working environment where all employees are encouraged to reach their full potential, and individual differences are valued and respected. all applicants shall be considered for employment without regard to race, ethnicity, religion, gender, sexual orientation, gender identity, age, neurodivergence, disability status, or any other characteristic protected by local laws. , oliver has set ambitious environmental goals around sustainability, with science-based emissions reduction targets. collectively, we work towards our mission,embedding sustainability into every department and through every stage of the project lifecycle."
225,Software Engineer (Golang) ,OPSWAT,https://www.linkedin.com/jobs/search/currentJobId=4198385280&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Vietnam",2 weeks ago,12 applicants,On-siteFull-time0 of 7 skills matchRequired skills are missing from your profile,"we are looking for hands-on golang developers to join our growing r&d and product engineering teams. the candidate will work in a talented team to build and continuously improve opswat’s leading cybersecurity products for protecting the world's critical infrastructures., ,what you will be doing:,designing and developing backend components using golang for high-performance and scalable solutions,implementing backend tasks, including database management and api development,identifying and resolving functionality issues to ensure optimal backend performance,writing and maintaining clean, well-documented code, along with necessary diagrams,analyzing and optimizing the current backend codebase to enhance efficiency and scalability,what we need from you:,3+ years’ experience in golang development,bachelor's degree or master's degree in software engineering, information technology, computer sciences, or mathematics,solid programming and design skills in go core, object-oriented programming, design patterns, and best practices,experience with frameworks such as gin, echo, or go-kit,familiarity with databases nosql like mongodb,experience in developing and integrating restful apis, working with grpc, and handling json data,knowledge of sso, oauth 2.0, authentication mechanisms, and secure coding practices,strong debugging skills with a mindset for understanding low-level code structures and the ability to reverse engineer solutions,ability to use static and dynamic methods for analyzing malicious scripts and documents,open-minded and keen on learning,creative thinking and good at problem solving,self-motivated with a positive “can-do” attitude and teamwork,it would be nice if you had experience in,bachelor's or master's degree in software engineering, information technology, computer sciences, or mathematics,experience with tools such as jira, cd/ci pipelines, git, and sonarqube,experience in working on a platform or centralized product.,experience with linux systems, docker, microservices, and container orchestration tools like kubernetes or docker swarm,experience with java or one scripting language like python, shell, etc.,why you'll love working here,meaningful work with passionate colleagues,international working environment in global leading cyber security product company,attractive compensation, regular assessments, and salary reviews,13-month bonus & performance bonus,100% salary, full insurances on probationary period,extra-health care program (pvi) for employee and family members,15 to 20+ paid day off per year,recognition best employees awards quarterly, yearly and special president club award every year,stock options for employees,attractive benefits for team activities (team building, team outing, sport, trade union activities),nice open office on the top of a building in district 3 with full of accessories for active recreation, sport, fruits, coffee, and tea."
226,Quality Control Engineer ,Pizza Hut Digital & Technology,https://www.linkedin.com/jobs/search/currentJobId=4189334524&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Vietnam",Reposted 4 days ago,Over 100 people clicked apply,HybridFull-time0 of 9 skills matchRequired skills are missing from your profile,"responsibilities: ,define test requirements and objectives with understanding of various test scenarios and configurations to ensure high quality regression testing.,take ownership of product quality, performing all types of functional and non-functional testing as the situation dictates.,ability to build and script repeatable end-to-end system tests with the goal of automation.,support regression testing in a cloud-based continuous delivery environment.,investigate, troubleshoot, and document test failures for communication to the appropriate development team.,documentation of test cases and test steps.,collaboration with engineering teams, product management and devops to ensure proper test coverage.,requirements:,at least 2 years of experience working in the field.,good experience in manual testing for web-based and mobile (ios/android) applications.,experience with test automation tools like selenium, appium.,advanced in creating and implementing test strategies and detailed test plans, test cases/scripts.,experience in performing effectively & independently and mentor others in software testing.,requires strong written and verbal communication skills with the ability to translate technical jargon into layman terms.,collaborative in nature with a strong desire to dig in and learn independently and as well as through asking questions.,ability to multi-task and prioritize issues in a fast-paced work environment with competing deadlines.,compensation package: ,100% salary during the probation period,annual leave: 18 days/year,5 “recharge days” – extra days, in addition to company holidays,1 day off paid leave for your birthday,half-day fridays,full salary insurance,13th-month bonus,advanced health insurance (generali),regular team and engagement activities,linkedin learning & training courses, based on company policy,macbook and monitors."
227,[HCL x ANZx] Senior Cloud Engineers (AWS/Azure/GCP),HCLTech Vietnam ,https://www.linkedin.com/jobs/search/currentJobId=4189351366&geoId=103697962&keywords=data%20science&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=200,"Ho Chi Minh City, Vietnam ",3 weeks ago,8 applicants,HybridFull-time0 of 5 skills matchRequired skills are missing from your profile,"job title: platform cloud engineer,job location: level 11, five star tower, 28bis mac dinh chi street, da kao ward, district 1, hcmc,partnership with: anz bank (big4 australia-based bank),why should you join us,hcltech partners with anz bank which is one of the big4 australia-based banks to build engineering teams for cutting-edge digital transformation projects.,are you ready to take the role in shaping the future of banking we are pioneers in revolutionizing the banking experience. as we embark on an ambitious digital transformation journey of our client,anz bank – an australia's top global banks, we are looking for visionary experts/engineers to join a dynamic squad of skilled engineers, shaping the future of banking through cutting-edge technologies.,work in hybrid mode,be part of a transformational journey that is redefining the banking landscape and driving innovation that impacts millions of users’ financial well-being,work in a vibrant, inclusive and diverse environment that values your unique perspectives,collaborate with top-tier professionals, learn and grow alongside the best in the industry,competitive compensation package including benefits that support your well-being and professional development,about the role,our purpose is to shape a world where people and communities thrive. we are making this happen by improving our customers’ financial wellbeing so they can achieve incredible things – be it buying their home, building a business or saving for things big or small.,we are looking for a talented cloud security engineer to work within our assurance chapter, with the security partner, to manage and improve the security controls posture of our platform by providing a detailed technical view to understand security threats and potential exposures.,duties and responsibilities,we are also on a transformational journey – we have been around a while, and we need people like you to join us to create new experiences that our customers will love. by reshaping how we work, we are enabling our people to deliver the types of experiences our customers will rave about to their family, friends, and instagram followers.,we need a cloud engineer to join our mission and help us build a platform that is scalable, reliable, and secure. something we can be proud of.,focus areas:,we are working on lots of interesting challenges, and you will dive right into projects on reconciliation, integrations, abstractions, authorizations, and authentication.,job requirements,*** must-have skills,at least 6 years of experience as cloud engineer or equivalent,experienced scaling and maintaining container ecosystems in production environments.,you have proven experience running and provisioning production grade critical systems in cloud native environments like gcp/aws.,you are comfortable with tools used to define iac (infrastructure as code) i.e., terraform / cdk.,you know how distributed systems can fail and how to architect them to be resilient.,experienced with common design and architectural patterns coupled with a passion for writing clean code that is performant and well tested.,experience with one of these languages go, java, or python.,you live and breathe automation and testing.,a strong product mindset and passion for user experience.,ability to work independently whilst also being a good team player.,good communication skills and the ability to articulate complex, technical concepts to non-technical audiences.,*** nice-to-have skills,experience with devsecops. knowledge on cloud security would be an advantage.,prior experience working on technologies like config connector / cross plane.,*** what can we offer you:,choose your own path to success – you will have the freedom to define the vision and responsibility for making it happen.,identify problems and unlock opportunities for the consumers of our platform through technology solutions.,opportunity to work with some super smart people.,you will be helping build a platform that will be used by millions of customers every day.,to attract and keep the best talent, we make sure all our employees are well rewarded.,salary and benefits,salary: completely feel free to tell us your expected number!!!,18 paid leaves/year (12 annual leaves and 6 personal leaves),insurance plan based on full salary + 13th month salary + performance bonus,100% full salary and benefits as an official employee from the 1st day of working,medical benefit for employee and family,working in a fast-paced, flexible, and multinational working environment. chance to travel for business in australia,free snacks, refreshment, and parking,internal training (technical & functional & english)"
